,Transcript ID,Position,Score
0,tx_id_0,0,0.010141592
1,tx_id_0,10,0.87707335
2,tx_id_0,20,0.8842518
3,tx_id_0,30,0.9815168
4,tx_id_0,40,0.06449704
5,tx_id_0,50,0.2018453
6,tx_id_0,60,0.032860022
7,tx_id_0,70,0.0009941215
8,tx_id_0,80,0.02625371
9,tx_id_0,90,0.01814766
10,tx_id_0,100,0.0058760247
11,tx_id_0,110,0.053930134
12,tx_id_0,120,0.28229842
13,tx_id_0,130,0.051874124
14,tx_id_0,140,0.2609855
15,tx_id_0,150,0.07973952
16,tx_id_0,160,0.012674002
17,tx_id_0,170,0.22542657
18,tx_id_0,180,0.97343487
19,tx_id_0,190,0.035134926
20,tx_id_0,200,0.27942643
21,tx_id_0,210,0.94909
22,tx_id_0,220,0.06914716
23,tx_id_0,230,0.04008185
24,tx_id_0,240,0.65609425
25,tx_id_0,250,0.7176419
26,tx_id_0,260,0.72753555
27,tx_id_0,270,0.62322843
28,tx_id_0,280,0.58757496
29,tx_id_0,290,0.016556887
30,tx_id_0,300,0.9136838
31,tx_id_0,310,0.82380253
32,tx_id_0,320,0.41089776
33,tx_id_0,330,0.107648395
34,tx_id_0,340,0.025656825
35,tx_id_0,350,0.18201455
36,tx_id_0,360,0.947939
37,tx_id_0,370,0.9169145
38,tx_id_0,380,0.1537442
39,tx_id_0,390,0.021817861
40,tx_id_0,400,0.32938364
41,tx_id_0,410,0.01882204
42,tx_id_0,420,0.036701962
43,tx_id_0,430,0.90135956
44,tx_id_0,440,0.97457
45,tx_id_0,450,0.8032825
46,tx_id_0,460,0.80992323
47,tx_id_0,470,0.22923858
48,tx_id_0,480,0.010965191
49,tx_id_0,490,0.37683648
50,tx_id_0,500,0.91904867
51,tx_id_0,510,0.82119375
52,tx_id_0,520,0.1245234
53,tx_id_0,530,0.6890245
54,tx_id_0,540,0.2488243
55,tx_id_0,550,0.5355991
56,tx_id_0,560,0.19168746
57,tx_id_0,570,0.002448555
58,tx_id_0,580,0.035371937
59,tx_id_0,590,0.0030554882
60,tx_id_0,600,0.03412072
61,tx_id_0,610,0.11241541
62,tx_id_0,620,0.0033603257
63,tx_id_0,630,0.91309077
64,tx_id_0,640,0.035827935
65,tx_id_0,650,0.52903914
66,tx_id_0,660,0.1858293
67,tx_id_0,670,0.32253623
68,tx_id_0,680,0.27788997
69,tx_id_0,690,0.7687355
70,tx_id_0,700,0.35010597
71,tx_id_0,710,0.00027171563
72,tx_id_0,720,0.098968305
73,tx_id_0,730,0.07422054
74,tx_id_0,740,0.032812327
75,tx_id_0,750,0.5582168
76,tx_id_0,760,0.86543554
77,tx_id_0,770,0.00065142027
78,tx_id_0,780,0.15359935
79,tx_id_0,790,0.9804305
80,tx_id_0,800,0.064151354
81,tx_id_0,810,0.09282176
82,tx_id_0,820,0.049092047
83,tx_id_0,830,0.0072859046
84,tx_id_0,840,0.011563476
85,tx_id_0,850,0.81179684
86,tx_id_0,860,0.3339013
87,tx_id_0,870,0.7893265
88,tx_id_0,880,0.27469364
89,tx_id_0,890,0.86705834
90,tx_id_0,900,0.016170172
91,tx_id_0,910,0.00044674578
92,tx_id_0,920,0.12199152
93,tx_id_0,930,0.098348714
94,tx_id_0,940,0.21175246
95,tx_id_0,950,0.036399182
96,tx_id_0,960,0.59213465
97,tx_id_0,970,0.17887478
98,tx_id_0,980,0.13381651
99,tx_id_0,990,0.027689742
100,tx_id_0,1000,0.9344654
101,tx_id_0,1010,0.7206025
102,tx_id_0,1020,0.3906422
103,tx_id_0,1030,0.007668675
104,tx_id_0,1040,0.5558606
105,tx_id_0,1050,0.007520255
106,tx_id_0,1060,0.17243959
107,tx_id_0,1070,0.260233
108,tx_id_0,1080,0.076787464
109,tx_id_0,1090,0.41534412
110,tx_id_0,1100,0.003598489
111,tx_id_0,1110,0.19783828
112,tx_id_0,1120,0.46792865
113,tx_id_0,1130,0.004991658
